,id,condition,correct,RT
0,89054,condition_b,True,342.5610696341299
1,89054,baseline,False,320.20447297851075
2,89054,condition_b,True,763.3139132678747
3,89054,baseline,True,709.8426445439716
4,89054,condition_a,True,578.3464607859414
5,89054,condition_b,True,416.0229006558256
6,89054,condition_a,False,254.71484265375173
7,89054,condition_b,True,466.269407480833
8,89054,condition_b,True,266.9975836310117
9,89054,baseline,True,539.7670533238957
10,89054,baseline,False,906.4017884476764
11,89054,condition_a,True,801.3934617410406
12,89054,condition_b,True,243.75082617057726
13,89054,condition_b,False,138.90825280020167
14,89054,condition_a,True,864.1012538404784
15,89054,baseline,True,542.008261500822
16,89054,condition_a,True,352.99875652841973
17,89054,condition_a,False,389.141182192209
18,89054,condition_b,True,364.41340387296395
19,89054,condition_b,True,203.14864726718696
20,89054,condition_a,True,636.0426591191723
21,89054,condition_a,False,951.0947782834263
22,89054,condition_a,True,203.66594860489474
23,89054,baseline,True,305.14094929649474
24,89054,baseline,True,140.78324444933224
25,89054,condition_a,True,422.20560441017057
26,89054,condition_a,True,399.6465578775636
27,89054,condition_a,False,455.95782389715185
28,89054,condition_a,True,671.257577433852
29,89054,condition_b,True,322.1595605421771
30,89054,baseline,True,647.7779293365206
31,89054,baseline,False,355.33794883755013
32,89054,condition_a,True,817.6327834589512
33,89054,condition_b,True,206.6343539314787
34,89054,condition_b,True,469.7646429248352
35,89054,condition_a,True,1084.1704053876188
36,89054,condition_b,True,172.92776018857947
37,89054,condition_b,False,225.94594546607797
38,89054,condition_b,False,193.49751717556157
39,89054,condition_a,True,465.7001524924702
40,89054,baseline,True,141.6384980060387
41,89054,condition_a,True,449.1730208726314
42,89054,baseline,True,263.169925204329
43,89054,baseline,True,271.6468615588206
44,89054,condition_a,False,615.1870782099975
45,89054,condition_b,True,236.87107163419208
46,89054,condition_a,True,472.35667084846375
47,89054,baseline,True,248.51828881217625
48,89054,condition_b,True,235.1483484300634
49,89054,baseline,True,290.11319338350535
50,89054,baseline,True,534.6068736704688
51,89054,condition_a,True,241.56380176512073
52,89054,baseline,True,271.9939248978522
53,89054,condition_b,True,254.26966709545505
54,89054,condition_a,False,1387.8230353384424
55,89054,condition_b,True,250.1454728417698
56,89054,condition_b,True,803.1134545527362
57,89054,condition_a,True,401.3314911447185
58,89054,baseline,True,269.3334155359689
59,89054,baseline,False,337.009079130854
60,89054,baseline,True,180.05210028967795
61,89054,baseline,True,87.8326231734095
62,89054,baseline,True,472.22762098492046
63,89054,condition_b,True,294.5848611098899
64,89054,baseline,True,353.0072452749897
65,89054,condition_a,True,376.4164675186614
66,89054,condition_b,True,221.26752475041857
67,89054,baseline,True,317.50393441360706
68,89054,baseline,False,410.4176281489188
69,89054,baseline,True,266.74617443250315
70,89054,condition_b,True,287.16253817046385
71,89054,condition_b,True,215.99877083387628
72,89054,baseline,True,575.6688150776074
73,89054,baseline,True,668.1019341629823
74,89054,baseline,True,158.48996805400026
75,89054,baseline,True,435.4006446098352
76,89054,baseline,True,521.2910329270499
77,89054,condition_b,True,359.0190477410081
78,89054,baseline,True,879.6439444811832
79,89054,condition_b,True,307.4413306092906
80,89054,condition_a,True,629.2142618282712
81,89054,condition_b,True,512.6987103298932
82,89054,baseline,True,292.39243299919076
83,89054,baseline,True,229.99627029345447
84,89054,condition_a,True,255.55763961204983
85,89054,condition_a,False,312.95901155778307
86,89054,condition_b,True,339.98198104991826
87,89054,condition_b,True,357.06209461326637
88,89054,condition_a,False,391.71891317854926
89,89054,condition_a,True,839.2271803976654
90,89054,condition_a,True,1047.6218171191601
91,89054,condition_b,True,169.28483980963824
92,89054,condition_b,True,188.1195201090358
93,89054,condition_a,True,513.2818744632159
94,89054,condition_a,True,478.0391097972695
95,89054,condition_b,False,719.8449604951547
96,89054,condition_b,True,175.26749929387066
97,89054,condition_b,True,425.2948372972214
98,89054,baseline,True,173.3683673615336
99,89054,condition_b,True,1126.391723375404
100,89054,baseline,True,270.86008416234927
101,89054,condition_b,True,260.1142976231287
102,89054,baseline,True,308.50718499667323
103,89054,condition_a,True,551.925583980082
104,89054,condition_a,True,870.1984407624641
105,89054,condition_a,False,496.4888676426513
106,89054,baseline,True,561.6229194775257
107,89054,condition_a,True,428.72297254550284
108,89054,baseline,True,303.5919468659922
109,89054,condition_a,False,514.8138522782629
110,89054,condition_a,True,564.656369386589
111,89054,condition_b,True,221.2268858982054
112,89054,condition_a,True,465.4804447455968
113,89054,condition_a,True,916.5278092778285
114,89054,baseline,False,717.8768056914536
115,89054,condition_a,False,579.6327567646078
116,89054,condition_b,True,268.47442862307156
117,89054,condition_b,True,214.91321910835305
118,89054,baseline,False,240.36603842545753
119,89054,condition_b,True,350.61236304290935
