,id,condition,correct,RT
0,38044,condition_a,True,1256.4319773231882
1,38044,baseline,False,695.651833894502
2,38044,condition_b,True,646.9200581652883
3,38044,baseline,True,279.66592515143464
4,38044,condition_a,True,1924.5796343151683
5,38044,condition_b,True,581.773254969518
6,38044,baseline,True,556.3215178562463
7,38044,baseline,True,1156.8108062101112
8,38044,baseline,False,1475.2112813395229
9,38044,condition_a,True,776.7238733772643
10,38044,condition_b,True,1444.7770743508386
11,38044,condition_a,True,1050.1420472281552
12,38044,baseline,False,1163.6663024025822
13,38044,condition_b,True,466.73640771489073
14,38044,condition_a,True,813.3079335788832
15,38044,baseline,True,402.67354760781313
16,38044,baseline,False,922.5162851574025
17,38044,baseline,False,883.6716387641975
18,38044,condition_b,True,1136.892352304491
19,38044,baseline,True,565.3186973658555
20,38044,condition_b,True,928.641780672433
21,38044,condition_b,True,572.3330111805
22,38044,baseline,True,740.809358392043
23,38044,condition_a,True,1024.2371107648244
24,38044,baseline,False,975.1641297412348
25,38044,condition_a,True,1088.645380297083
26,38044,condition_b,True,894.6463605463415
27,38044,condition_a,False,1191.8951102237315
28,38044,baseline,True,582.1715950683637
29,38044,condition_a,False,793.3842494804426
30,38044,condition_a,True,1754.1579221922113
31,38044,condition_a,True,1100.022023304667
32,38044,condition_b,True,859.2870592579849
33,38044,baseline,True,1096.1725734617505
34,38044,condition_a,True,1322.4990547234584
35,38044,condition_a,True,2781.4907555742116
36,38044,baseline,True,781.1060819364213
37,38044,condition_a,True,905.2416067304216
38,38044,condition_b,True,621.2640003538457
39,38044,baseline,True,2381.760237009036
40,38044,baseline,False,743.2354122921049
41,38044,condition_b,False,489.8464730314829
42,38044,condition_b,True,912.4376794802724
43,38044,condition_a,True,1431.533693115308
44,38044,condition_a,False,796.4548699625187
45,38044,condition_b,False,447.690027534213
46,38044,condition_b,True,1029.2548565186983
47,38044,baseline,True,2010.5091227030528
48,38044,condition_b,True,637.0214019295083
49,38044,baseline,True,1542.5962406456194
50,38044,condition_a,True,740.0521074438337
51,38044,baseline,True,296.6999179331062
52,38044,condition_a,True,710.6896632225745
53,38044,baseline,True,1180.9531083998845
54,38044,baseline,True,791.5069960688686
55,38044,condition_a,True,2556.3438589420407
56,38044,condition_a,False,1958.3915874163506
57,38044,condition_a,False,1333.1399671923978
58,38044,condition_a,True,1766.3228280373698
59,38044,condition_b,True,807.563695545144
60,38044,baseline,True,927.2012683357269
61,38044,condition_b,True,257.6410523469491
62,38044,condition_a,True,1365.7109859463949
63,38044,baseline,True,456.0839781090356
64,38044,baseline,True,422.8758717864195
65,38044,condition_b,True,1070.327642524174
66,38044,condition_b,True,775.7090390026929
67,38044,condition_b,True,550.5390488734764
68,38044,baseline,False,501.3249554408625
69,38044,condition_a,True,1235.0650197990997
70,38044,condition_b,True,812.1704243381305
71,38044,condition_a,False,2995.143315411138
72,38044,condition_a,True,1364.3499945923256
73,38044,baseline,True,347.3404316127476
74,38044,condition_b,True,1976.737121835753
75,38044,condition_a,True,1527.9186918541084
76,38044,condition_a,True,875.7117422747469
77,38044,condition_a,True,805.630616393612
78,38044,condition_a,True,578.0206042459519
79,38044,condition_b,True,458.7795228406859
80,38044,condition_a,True,817.7380582018088
81,38044,condition_a,True,1621.4411972334965
82,38044,baseline,True,602.5352928396946
83,38044,condition_b,True,822.5807597293457
84,38044,baseline,True,1433.5048992227166
85,38044,condition_b,True,494.15881015117077
86,38044,baseline,True,692.0812007170332
87,38044,condition_b,True,296.0890575603013
88,38044,condition_b,True,644.0008458820112
89,38044,baseline,True,930.3498472230941
90,38044,condition_b,True,1879.2380657568958
91,38044,condition_a,False,787.0775567784424
92,38044,baseline,True,673.9000964602426
93,38044,condition_b,True,714.2093879786531
94,38044,condition_b,True,828.8868555285802
95,38044,condition_b,True,558.4282640924515
96,38044,condition_b,True,412.71013970763016
97,38044,condition_b,True,680.9080876180003
98,38044,condition_a,True,1145.3718945390922
99,38044,baseline,True,281.25624378343906
100,38044,condition_a,True,1472.560193556737
101,38044,baseline,True,1788.5479412783002
102,38044,baseline,False,1603.199383872682
103,38044,baseline,False,894.0427538703287
104,38044,condition_a,True,681.7591542408591
105,38044,condition_a,False,881.1807658572102
106,38044,condition_b,True,274.8476861204302
107,38044,condition_a,False,747.8291499074485
108,38044,condition_b,True,354.8713112489353
109,38044,condition_b,True,480.17174245120026
110,38044,condition_b,True,528.6171606442208
111,38044,condition_b,True,509.77007496846
112,38044,baseline,True,838.7257588956937
113,38044,condition_a,True,1845.8512352897706
114,38044,condition_b,True,1080.9113822960396
115,38044,baseline,True,1666.9258080780432
116,38044,condition_a,False,2123.1119317576645
117,38044,condition_b,True,541.6459394122282
118,38044,baseline,True,624.9908250561073
119,38044,baseline,True,1215.158732027928
