,id,condition,correct,RT
0,50198,condition_a,True,371.81082797971237
1,50198,condition_a,True,1720.2516523044178
2,50198,baseline,True,433.36495622218473
3,50198,condition_b,True,350.77984352407225
4,50198,baseline,True,403.7198406761327
5,50198,baseline,True,359.64671984385984
6,50198,condition_a,False,734.1020737496126
7,50198,baseline,True,317.4611025507677
8,50198,baseline,False,483.7988378114999
9,50198,condition_b,True,392.7714519069054
10,50198,condition_a,False,357.5141221246312
11,50198,condition_a,True,228.40002584512385
12,50198,condition_b,True,447.02717523504
13,50198,condition_b,True,594.9680506428168
14,50198,baseline,True,226.59714847818563
15,50198,condition_a,False,404.8010802817345
16,50198,condition_a,False,868.6007038713043
17,50198,condition_a,True,882.5118685686709
18,50198,baseline,True,217.27454159402504
19,50198,condition_a,True,282.7460324738164
20,50198,condition_b,True,715.8641836454531
21,50198,condition_a,True,803.0538890944114
22,50198,condition_b,True,500.33927253178376
23,50198,condition_a,True,458.24158522761087
24,50198,baseline,True,102.98620148195414
25,50198,condition_b,True,153.30558709571932
26,50198,condition_b,True,211.208231117799
27,50198,condition_b,True,371.05483712307847
28,50198,condition_a,True,480.4749889967839
29,50198,condition_a,False,378.0767393365268
30,50198,condition_a,False,309.8867804331508
31,50198,condition_a,True,216.5840335327922
32,50198,baseline,False,549.5498216340791
33,50198,condition_b,True,204.63070703281653
34,50198,condition_b,True,212.18044600036578
35,50198,condition_b,True,597.816524574306
36,50198,condition_b,True,599.4971257709142
37,50198,condition_b,True,298.20548129985013
38,50198,condition_b,True,135.29418584643588
39,50198,condition_b,True,179.62181660870328
40,50198,condition_a,True,724.2577346971293
41,50198,baseline,True,213.3658063326132
42,50198,condition_a,True,259.9528550304231
43,50198,condition_a,True,314.7230496322369
44,50198,condition_a,False,560.8040048623508
45,50198,condition_b,True,374.1326993628689
46,50198,condition_b,True,356.94959468344376
47,50198,condition_b,True,340.29001130684827
48,50198,condition_a,True,603.2904007071965
49,50198,condition_b,True,385.9990531019626
50,50198,baseline,False,450.6508525202096
51,50198,condition_b,True,123.76671804289572
52,50198,baseline,True,424.85458774985324
53,50198,condition_b,True,258.9681617939921
54,50198,condition_a,False,853.8649613011469
55,50198,condition_b,True,315.7328932008411
56,50198,condition_b,True,396.5489500760562
57,50198,baseline,True,134.15220932508709
58,50198,condition_b,True,312.8832597946824
59,50198,condition_a,True,477.45424962304
60,50198,condition_b,True,305.06143408538196
61,50198,condition_a,False,162.67404892359815
62,50198,condition_b,True,192.8447998293231
63,50198,baseline,True,656.0708488773281
64,50198,baseline,True,652.2066026054903
65,50198,condition_b,True,222.55717720204268
66,50198,condition_b,True,261.71921089150715
67,50198,baseline,True,546.1415147616856
68,50198,condition_a,True,298.0631892757622
69,50198,condition_a,True,420.87877856767255
70,50198,baseline,True,201.27528568173588
71,50198,baseline,True,308.27786415967574
72,50198,baseline,True,321.9524964680776
73,50198,baseline,True,371.3135238143687
74,50198,condition_a,True,455.4261417812609
75,50198,baseline,True,206.2093824263672
76,50198,baseline,False,363.41556159565175
77,50198,condition_a,True,552.241508815356
78,50198,condition_b,True,209.1673311073557
79,50198,condition_a,True,199.4865116760983
80,50198,baseline,True,348.0392761095279
81,50198,baseline,True,421.91671291690744
82,50198,baseline,True,585.2269028594569
83,50198,condition_a,True,689.4342153276392
84,50198,condition_a,True,205.5414598338362
85,50198,condition_b,False,289.07749728829566
86,50198,baseline,True,642.9988136992648
87,50198,baseline,True,335.8628112604497
88,50198,baseline,True,347.1031971660712
89,50198,baseline,True,278.83838687182543
90,50198,baseline,True,193.30906204493738
91,50198,condition_a,True,1649.4319451703036
92,50198,baseline,True,486.1692891863418
93,50198,condition_a,True,441.96713858345964
94,50198,baseline,True,508.74063647716906
95,50198,condition_b,True,227.77776523705484
96,50198,baseline,True,225.8642161759106
97,50198,condition_b,True,695.2150770833096
98,50198,condition_b,True,229.63887837779686
99,50198,condition_a,True,580.1735471918349
100,50198,condition_a,True,501.95783120598537
101,50198,condition_b,True,186.76889755060574
102,50198,baseline,False,293.31582374994747
103,50198,condition_b,True,303.5874205777649
104,50198,condition_b,True,289.85564990277214
105,50198,baseline,True,329.49644813999845
106,50198,condition_b,False,467.09280181363033
107,50198,condition_a,False,289.40336037877927
108,50198,condition_a,False,190.40683269822216
109,50198,condition_a,True,571.7665353063439
110,50198,baseline,True,178.65507373193262
111,50198,condition_b,True,261.20590698207735
112,50198,condition_a,True,328.459286468367
113,50198,condition_a,True,488.97619685646924
114,50198,condition_b,True,322.99941790747795
115,50198,condition_a,True,576.4931466743303
116,50198,baseline,True,94.93686771912817
117,50198,baseline,True,461.7472160190457
118,50198,baseline,True,399.0208848269549
119,50198,baseline,False,393.4875712720202
