,id,condition,correct,RT
0,30568,baseline,False,520.5042112223944
1,30568,baseline,True,739.9018486241947
2,30568,condition_a,True,231.46261381195555
3,30568,baseline,True,454.2199947423261
4,30568,condition_b,True,380.0979923406376
5,30568,baseline,True,406.6611834358848
6,30568,condition_b,True,191.10896319864224
7,30568,condition_a,True,241.6495987574367
8,30568,baseline,True,385.0271464668966
9,30568,condition_a,False,1658.9479788119024
10,30568,condition_b,True,141.33184198268341
11,30568,condition_b,True,156.8800814433243
12,30568,condition_b,True,410.0614650038804
13,30568,baseline,False,149.7673304553725
14,30568,condition_a,True,178.50714873433876
15,30568,condition_b,False,271.10821949399934
16,30568,condition_b,True,203.47216271166653
17,30568,condition_a,True,270.109833173226
18,30568,condition_a,False,425.74553384737897
19,30568,condition_b,True,364.0971226187696
20,30568,condition_b,True,241.2537803901956
21,30568,baseline,True,261.16426072530646
22,30568,condition_b,True,222.82321417647046
23,30568,condition_b,True,940.5859520101677
24,30568,condition_b,False,252.89523395379732
25,30568,condition_b,True,631.8038396238732
26,30568,baseline,True,337.85036087608097
27,30568,baseline,True,131.82390369863458
28,30568,condition_a,False,482.14351959078584
29,30568,condition_a,True,348.96205296741385
30,30568,condition_a,True,396.718866649389
31,30568,condition_a,True,431.29565458173795
32,30568,baseline,True,453.3650521465465
33,30568,condition_b,True,291.4139372934694
34,30568,condition_a,True,485.87742277016287
35,30568,baseline,True,305.85788459492403
36,30568,baseline,True,320.5259511534631
37,30568,condition_a,True,592.1252571905243
38,30568,condition_a,True,149.47844729274755
39,30568,condition_b,True,704.3099129465036
40,30568,condition_a,False,294.9786884406479
41,30568,condition_a,True,414.47414814968414
42,30568,baseline,True,670.6024157477184
43,30568,condition_a,True,556.7917911768909
44,30568,condition_b,True,671.5204032776332
45,30568,baseline,True,330.21138356202187
46,30568,condition_a,False,244.0740353731956
47,30568,condition_a,False,522.5946875529584
48,30568,condition_b,True,480.0087937144313
49,30568,baseline,True,461.8890928867057
50,30568,condition_a,True,405.44973760554814
51,30568,condition_a,True,482.5682674201642
52,30568,condition_b,True,143.84269739734492
53,30568,condition_b,True,451.9683698089487
54,30568,condition_b,True,562.2385436574577
55,30568,condition_a,True,295.49937695721417
56,30568,condition_b,True,296.99894955007636
57,30568,condition_a,False,305.21318523198966
58,30568,baseline,False,278.38409304947663
59,30568,baseline,False,233.25077492725646
60,30568,baseline,True,247.11082646984846
61,30568,baseline,True,846.1437696805364
62,30568,condition_a,True,323.44717414206315
63,30568,condition_b,True,261.33936000667313
64,30568,baseline,True,137.03150092804069
65,30568,baseline,True,298.52502973800074
66,30568,condition_b,True,500.794586809019
67,30568,condition_a,False,408.752247410522
68,30568,condition_b,True,104.52309228897897
69,30568,condition_b,True,161.55701330431108
70,30568,condition_a,False,928.971614376302
71,30568,condition_b,True,219.6507558054035
72,30568,condition_a,True,267.6692562242989
73,30568,condition_a,True,457.69012929530777
74,30568,baseline,True,227.1428866618572
75,30568,baseline,True,434.5532625791995
76,30568,baseline,True,184.90301601697604
77,30568,baseline,True,406.05484018879844
78,30568,condition_b,True,482.0715638122595
79,30568,condition_b,True,250.84556017769745
80,30568,condition_a,True,447.4939300823062
81,30568,baseline,True,675.8019203097415
82,30568,condition_b,True,262.3472964668127
83,30568,condition_a,False,193.79811678340423
84,30568,baseline,True,418.7379578826621
85,30568,condition_b,True,325.22783052147344
86,30568,condition_a,True,397.14700589125147
87,30568,baseline,True,417.49101359486474
88,30568,condition_b,True,556.3729825552439
89,30568,baseline,True,224.79437620465905
90,30568,condition_a,False,324.5533328255026
91,30568,condition_b,True,312.9374941526223
92,30568,condition_a,True,181.53901488431268
93,30568,baseline,True,368.9330446818722
94,30568,baseline,True,334.2101225816459
95,30568,condition_a,False,711.1429478772012
96,30568,baseline,False,135.11245896888056
97,30568,condition_b,True,346.9370147983976
98,30568,condition_a,True,297.7422000701576
99,30568,condition_b,True,152.02411218169726
100,30568,condition_b,True,179.8519992135313
101,30568,condition_a,True,480.397471330953
102,30568,baseline,True,223.23698134344974
103,30568,baseline,True,150.19881380212914
104,30568,condition_b,True,242.12928880853602
105,30568,baseline,True,498.84158912725076
106,30568,baseline,True,319.8063373688467
107,30568,condition_a,False,180.8779268873651
108,30568,condition_a,True,285.87755782936796
109,30568,baseline,True,106.4480441209712
110,30568,condition_b,True,226.60347444994528
111,30568,baseline,True,441.3389412996134
112,30568,condition_b,True,355.787282623025
113,30568,condition_a,True,354.89649499992214
114,30568,condition_b,True,146.88200769895877
115,30568,baseline,True,374.2575463888526
116,30568,condition_b,True,107.26282677606716
117,30568,condition_a,True,332.1727185891936
118,30568,baseline,True,227.7753580576855
119,30568,condition_a,False,289.92504749340543
